"fid","ART","NAME_DT","BHD","HOEHE","class","n_staemme","gwGruppe","a","b","c","RSfac","biomass","carbonmass","co2mass"
268,"Laubbaum","Hainbuche",11.3137084989848,5.5,"Buche",2,2,0.058,2.034,0.637,0.2,28.6584575350977,14.3292287675488,52.5882695769042
269,"Laubbaum","Kleinfruchtiger Zierapfel",6,3,"Eiche",1,1,0.067,1.938,0.638,0.22,5.30756250198132,2.65378125099066,9.73937719113572
271,"Nadelbaum","Pagoden-Hartriegel",15.6524758424985,4.6,"Kiefer",5,3,0.044,2.096,0.712,0.22,50.7623991557351,25.3811995778675,93.1490024507739
275,"Nadelbaum","Hainbuche",30,7.4,"Buche",1,7,0.058,2.034,0.637,0.2,251.636987406873,125.818493703436,461.753871891611
278,"Laubbaum","Hainbuche",24,9.5,"Buche",1,5,0.058,2.034,0.637,0.2,187.399678645626,93.6998393228131,343.878410314724
279,"Laubbaum","Europäische Eibe",26,6.9,"Eiche",4,7,0.067,1.938,0.638,0.22,154.82414902505,77.412074512525,284.102313460967
280,"Laubbaum","Hainbuche",35,8.2,"Buche",1,8,0.058,2.034,0.637,0.2,367.572545428397,183.786272714198,674.495620861108
281,"Laubbaum","Hainbuche",30,12.3,"Buche",1,6,0.058,2.034,0.637,0.2,347.811091822806,173.905545911403,638.233353494848
290,"Nadelbaum","Blumen-Esche",7,4,"Kiefer",1,1,0.044,2.096,0.712,0.22,8.50755397026803,4.25377698513402,15.6113615354418
291,"Laubbaum","Blumen-Esche",7,3.7,"Eiche",1,1,0.067,1.938,0.638,0.22,8.17988757767751,4.08994378883876,15.0100937050382
292,"Laubbaum","Blumen-Esche",8,3.8,"Eiche",1,1,0.067,1.938,0.638,0.22,10.7776720088241,5.38883600441204,19.7770281361922
299,"Laubbaum","Rheinischer Bohnapfel",5,4,"Eiche",1,1,0.067,1.938,0.638,0.22,4.47870828605167,2.23935414302584,8.21842970490482
302,"Laubbaum","Spitzahorn",28,8,"Eiche",1,7,0.067,1.938,0.638,0.22,196.425700139184,98.2128500695918,360.441159755402
303,"Laubbaum","Birke",25,10.2,"Eiche",1,6,0.067,1.938,0.638,0.22,184.132003974036,92.0660019870179,337.882227292356
304,"Laubbaum","Birke",27,9.7,"Eiche",1,7,0.067,1.938,0.638,0.22,207.003636434055,103.501818217027,379.851672856491
305,"Laubbaum","Hängebirke",23,11,"Eiche",1,6,0.067,1.938,0.638,0.22,164.388606003143,82.1943030015717,301.653092015768
306,"Laubbaum","Hartriegel",16,6.2,"Eiche",4,5,0.067,1.938,0.638,0.22,56.4371478314404,28.2185739157202,103.562166270693
307,"Laubbaum","Hartriegel",21.1660104885167,5.6,"Eiche",7,6,0.067,1.938,0.638,0.22,90.9634639392439,45.4817319696219,166.917956328513
308,"Laubbaum","Spitzahorn",30,13.4,"Eiche",1,7,0.067,1.938,0.638,0.22,312.024349443909,156.012174721955,572.564681229573
309,"Laubbaum","Nadelgehölz",40,17,"Eiche",1,8,0.067,1.938,0.638,0.22,634.239532586285,317.119766293143,1163.82954229583
312,"Laubbaum","Abendländischer Lebensbaum",17,7.1,"Eiche",1,4,0.067,1.938,0.638,0.22,69.2065929657659,34.6032964828829,126.99409809218
313,"Laubbaum","Spitzahorn",16,8.8,"Eiche",1,4,0.067,1.938,0.638,0.22,70.5665856342248,35.2832928171124,129.489684638802
317,"Nadelbaum","Hängebirke",31,12.3,"Kiefer",1,6,0.044,2.096,0.712,0.22,428.271383866325,214.135691933163,785.877989394706
318,"Nadelbaum","Bergahorn",39,11.5,"Eiche",1,8,0.067,1.938,0.638,0.22,470.590400622885,235.295200311442,863.533385142994
321,"Laubbaum","Hängebirke",30,15.9,"Eiche",1,7,0.067,1.938,0.638,0.22,348.006207236383,174.003103618192,638.591390278763
323,"Laubbaum","Lawson-Scheinzypresse",25,11.4,"Eiche",1,6,0.067,1.938,0.638,0.22,197.673141969896,98.8365709849481,362.73021551476
324,"Laubbaum","Bergahorn",14,10.4,"Eiche",1,4,0.067,1.938,0.638,0.22,60.6035461245726,30.3017730622863,111.207507138591
325,"Laubbaum","Hängebirke",35,10,"Eiche",1,8,0.067,1.938,0.638,0.22,349.01050835564,174.50525417782,640.434282832598
327,"Laubbaum","Hainbuche",11,7,"Buche",1,2,0.058,2.034,0.637,0.2,31.5594490366629,15.7797245183314,57.9115889822764
328,"Laubbaum","Hainbuche",11,6.2,"Buche",1,2,0.058,2.034,0.637,0.2,29.2116082261455,14.6058041130727,53.603301094977
329,"Laubbaum","Abendländischer Lebensbaum",11,7.1,"Eiche",1,2,0.067,1.938,0.638,0.22,29.7684679273184,14.8842339636592,54.6251386466292
330,"Laubbaum","Abendländischer Lebensbaum",10,5.3,"Eiche",1,2,0.067,1.938,0.638,0.22,20.5363207198632,10.2681603599316,37.684148520949
331,"Laubbaum","Echte Zypresse",14,8.3,"Eiche",1,3,0.067,1.938,0.638,0.22,52.4810589393478,26.2405294696739,96.3027431537031
332,"Laubbaum","Echte Zypresse",14,6.9,"Eiche",1,3,0.067,1.938,0.638,0.22,46.6462232409698,23.3231116204849,85.5958196471795
333,"Laubbaum","Echte Zypresse",13,6,"Eiche",1,4,0.067,1.938,0.638,0.22,36.9587562617999,18.4793781309,67.8193177404028
334,"Laubbaum","Europäische Eibe",19.7989898732233,6.2,"Eiche",2,6,0.067,1.938,0.638,0.22,85.2854077610697,42.6427038805348,156.498723241563
335,"Laubbaum","Felsenbirne",15.6524758424985,6.9,"Eiche",5,4,0.067,1.938,0.638,0.22,57.9058297347005,28.9529148673502,106.257197563175
336,"Laubbaum","Felsenbirne",19.5959179422654,7.3,"Eiche",6,6,0.067,1.938,0.638,0.22,92.7794031862542,46.3897015931271,170.250204846776
337,"Laubbaum","Amerikanischer Amberbaum",8,5.6,"Eiche",1,1,0.067,1.938,0.638,0.22,13.8027934596218,6.90139672981092,25.3281259984061
338,"Laubbaum","Amerikanischer Amberbaum",6,4.1,"Eiche",1,1,0.067,1.938,0.638,0.22,6.47810312407674,3.23905156203837,11.8873192326808
339,"Laubbaum","Felsenbirne",20.1246117974981,5.7,"Eiche",5,6,0.067,1.938,0.638,0.22,83.4270157467968,41.7135078733984,153.088573895372
340,"Laubbaum","Drüsiger Götterbaum",18,7.8,"Eiche",1,5,0.067,1.938,0.638,0.22,82.0935629224066,41.0467814612033,150.641687962616
341,"Laubbaum","Stieleiche",20,7.2,"Eiche",1,6,0.067,1.938,0.638,0.22,95.6772970496048,47.8386485248024,175.567840086025
342,"Laubbaum","Gewöhnlicher Flieder",10.3923048454133,4,"Eiche",3,2,0.067,1.938,0.638,0.22,18.4899836406621,9.24499182033104,33.9291199806149
343,"Laubbaum","Hängebirke",28,11.8,"Eiche",1,6,0.067,1.938,0.638,0.22,251.702551951706,125.851275975853,461.874182831381
344,"Laubbaum","Hängebirke",28,14,"Eiche",1,6,0.067,1.938,0.638,0.22,280.709160176487,140.354580088244,515.101308923854
345,"Laubbaum","Hängebirke",40,13.8,"Eiche",1,8,0.067,1.938,0.638,0.22,555.225947231107,277.612973615554,1018.83961316908
346,"Laubbaum","Hängebirke",23,11,"Eiche",1,6,0.067,1.938,0.638,0.22,164.388606003143,82.1943030015717,301.653092015768
347,"Laubbaum","Hängebirke",31,14,"Eiche",1,7,0.067,1.938,0.638,0.22,341.919037896568,170.959518948284,627.421434540201
348,"Laubbaum","Eibe",23,5.3,"Eiche",1,6,0.067,1.938,0.638,0.22,103.169466409075,51.5847332045377,189.315970860653
349,"Laubbaum","Spitzahorn",38,13.2,"Eiche",1,8,0.067,1.938,0.638,0.22,488.631444942984,244.315722471492,896.638701470376
350,"Laubbaum","Kirschlorbeer",13.856406460551,2.6,"Eiche",3,4,0.067,1.938,0.638,0.22,24.530506753481,12.2652533767405,45.0134798926376
351,"Laubbaum","Süßkirsche",20,9.3,"Buche",1,5,0.058,2.034,0.637,0.2,127.593305610706,63.7966528053529,234.133715795645
352,"Laubbaum","Süßkirsche",18,10.3,"Buche",1,5,0.058,2.034,0.637,0.2,109.903323841083,54.9516619205417,201.672599248388
354,"Laubbaum","Eibe",30,6.4,"Eiche",1,7,0.067,1.938,0.638,0.22,194.732504040413,97.3662520202067,357.334144914159
355,"Laubbaum","Portugiesische Kirschlorbeer",8,4.2,"Eiche",1,1,0.067,1.938,0.638,0.22,11.4883081324909,5.74415406624546,21.0810454231208
356,"Laubbaum","Bergahorn",12.7279220613579,7,"Eiche",2,3,0.067,1.938,0.638,0.22,39.1405777546393,19.5702888773196,71.822960179763
357,"Laubbaum","Pflaume",9,3.7,"Eiche",1,1,0.067,1.938,0.638,0.22,13.3127972115199,6.65639860575995,24.428982883139
358,"Laubbaum","Pflaume",6,3.5,"Eiche",1,1,0.067,1.938,0.638,0.22,5.85608226425451,2.92804113212726,10.745910954907
359,"Laubbaum","Holzapfel",14.142135623731,4.9,"Eiche",2,4,0.067,1.938,0.638,0.22,38.236470611657,19.1182353058285,70.1639235723905
360,"Laubbaum","Aprikose",9.89949493661167,4.3,"Eiche",2,2,0.067,1.938,0.638,0.22,17.6232326848047,8.81161634240237,32.3386319766167
361,"Laubbaum","Echte Feige",15,4.5,"Eiche",1,5,0.067,1.938,0.638,0.22,40.5928063752504,20.2964031876252,74.4877996985844
362,"Laubbaum","Bergahorn",19,10.9,"Eiche",1,5,0.067,1.938,0.638,0.22,112.859265032065,56.4296325160325,207.096751333839
363,"Laubbaum","Bergahorn",16,12,"Eiche",1,4,0.067,1.938,0.638,0.22,86.0075932034636,43.0037966017318,157.823933528356
364,"Nadelbaum","Bergahorn",8,7,"Eiche",1,1,0.067,1.938,0.638,0.22,15.9145945115398,7.9572972557699,29.2032809286755
365,"Laubbaum","Gemeine Hasel",13.4164078649987,3.4,"Eiche",5,4,0.067,1.938,0.638,0.22,27.3449566921932,13.6724783460966,50.1779955301745
366,"Laubbaum","Japanische Blütenkirsche",7,4.4,"Buche",1,1,0.058,2.034,0.637,0.2,9.36306434414953,4.68153217207476,17.1812230715144
367,"Nadelbaum","Steinweichsel",18.3847763108502,6,"Kiefer",2,5,0.044,2.096,0.712,0.22,85.9331831564478,42.9665915782239,157.687391092082
368,"Laubbaum","Echte Feige",28.2842712474619,4.1,"Eiche",8,7,0.067,1.938,0.638,0.22,130.763016751078,65.3815083755389,239.950135738228
369,"Laubbaum","Quitte",8.48528137423857,3.9,"Eiche",2,1,0.067,1.938,0.638,0.22,12.2825641678829,6.14128208394146,22.5385052480652
370,"Laubbaum","Kornelkirsche",9,4.5,"Buche",1,1,0.058,2.034,0.637,0.2,15.8356128329456,7.91780641647279,29.0583495484551
371,"Laubbaum","Gemeine Hasel",12.1243556529821,6,"Eiche",3,2,0.067,1.938,0.638,0.22,32.2868464652572,16.1434232326286,59.246363263747
372,"Nadelbaum","Eibe",20,4.6,"Kiefer",1,6,0.044,2.096,0.712,0.22,84.8506071428424,42.4253035714212,155.700864107116
375,"Laubbaum","Hängebirke",30,7.5,"Eiche",1,7,0.067,1.938,0.638,0.22,215.468957818318,107.734478909159,395.385537596613
376,"Laubbaum","n.a.",25,7.8,"Eiche",1,7,0.067,1.938,0.638,0.22,155.166772458919,77.5833862294596,284.731027462117
377,"Nadelbaum","Schwarzkiefer",12,4.4,"Kiefer",1,2,0.044,2.096,0.712,0.22,28.1782945502281,14.0891472751141,51.7071704996686
378,"Nadelbaum","Schwarzkiefer",10,3.7,"Kiefer",1,2,0.044,2.096,0.712,0.22,16.9969945319389,8.49849726596944,31.1894849661078
379,"Nadelbaum","Schwarzkiefer",8.48528137423857,4.2,"Kiefer",2,1,0.044,2.096,0.712,0.22,13.1840990814151,6.59204954070755,24.1928218143967
380,"Nadelbaum","Schwarzkiefer",8.48528137423857,3.8,"Kiefer",2,1,0.044,2.096,0.712,0.22,12.2773004553193,6.13865022765965,22.5288463355109
381,"Laubbaum","Kornelkirsche",15.5884572681199,4.9,"Buche",3,3,0.058,2.034,0.637,0.2,51.1005674525632,25.5502837262816,93.7695412754535
382,"Laubbaum","Felsenbirne",7,2.8,"Eiche",1,1,0.067,1.938,0.638,0.22,6.84733315605086,3.42366657802543,12.5648563413533
383,"Laubbaum","Kornelkirsche",14,5.1,"Buche",4,3,0.058,2.034,0.637,0.2,42.1265473610261,21.0632736805131,77.3022144074829
384,"Laubbaum","Kornelkirsche",18.3847763108502,4.5,"Buche",2,5,0.058,2.034,0.637,0.2,67.7039325291485,33.8519662645743,124.236716190988
385,"Laubbaum","Felsenbirne",9.89949493661167,3.1,"Eiche",2,2,0.067,1.938,0.638,0.22,14.3028130273191,7.15140651365953,26.2456619051305
386,"Laubbaum","Weidenblättrige Birne",22,5.5,"Eiche",1,6,0.067,1.938,0.638,0.22,96.9172727737518,48.4586363868759,177.843195539835
387,"Laubbaum","Hartriegel",14,3.5,"Eiche",4,4,0.067,1.938,0.638,0.22,30.2514488091836,15.1257244045918,55.5114085648519
388,"Laubbaum","Dreispitzahorn",25.4558441227157,7.8,"Eiche",2,7,0.067,1.938,0.638,0.22,160.696778523364,80.348389261682,294.878588590373
389,"Laubbaum","Dreispitzahorn",13,6,"Eiche",1,4,0.067,1.938,0.638,0.22,36.9587562617999,18.4793781309,67.8193177404028
390,"Laubbaum","Dreispitzahorn",16.9705627484771,7,"Eiche",2,4,0.067,1.938,0.638,0.22,68.3531452887312,34.1765726443656,125.428021604822
391,"Laubbaum","Felsenbirne",13.4164078649987,4.2,"Eiche",5,4,0.067,1.938,0.638,0.22,31.2915256474903,15.6457628237451,57.4199495631446
392,"Laubbaum","Hartriegel",6,2.8,"Eiche",1,1,0.067,1.938,0.638,0.22,5.07900430120598,2.53950215060299,9.31997289271296
393,"Laubbaum","Hartriegel",8,3.2,"Eiche",1,1,0.067,1.938,0.638,0.22,9.65847843183374,4.82923921591687,17.7233079224149
394,"Laubbaum","Hartriegel",15.5884572681199,6.1,"Eiche",3,5,0.067,1.938,0.638,0.22,53.1040381704115,26.5520190852058,97.4459100427052
395,"Laubbaum","Hartriegel",13.856406460551,5.6,"Eiche",3,4,0.067,1.938,0.638,0.22,40.0218799777386,20.0109399888693,73.4401497591503
396,"Laubbaum","Hartriegel",13.856406460551,5.3,"Eiche",3,4,0.067,1.938,0.638,0.22,38.640392461543,19.3201962307715,70.9051201669314
397,"Laubbaum","Hartriegel",12.1243556529821,6.1,"Eiche",3,2,0.067,1.938,0.638,0.22,32.6291353539719,16.3145676769859,59.8744633745384
398,"Laubbaum","Hartriegel",11.3137084989848,5.8,"Eiche",2,2,0.067,1.938,0.638,0.22,27.6304624569941,13.8152312284971,50.7018986085842
399,"Laubbaum","Hartriegel",15.556349186104,6.4,"Eiche",2,5,0.067,1.938,0.638,0.22,54.5374146599703,27.2687073299851,100.076155901045
400,"Laubbaum","Hartriegel",16,4.3,"Eiche",4,5,0.067,1.938,0.638,0.22,44.686056924624,22.343028462312,81.998914456685
401,"Laubbaum","Hartriegel",13.856406460551,6,"Eiche",3,4,0.067,1.938,0.638,0.22,41.8228882732399,20.9114441366199,76.7449999813951
402,"Laubbaum","Hartriegel",15.8113883008419,6,"Eiche",10,5,0.067,1.938,0.638,0.22,54.0130870473344,27.0065435236672,99.1140147318586
403,"Laubbaum","Hartriegel",12.7279220613579,5.1,"Eiche",2,4,0.067,1.938,0.638,0.22,31.9804414849097,15.9902207424549,58.6841101248093
404,"Laubbaum","Hartriegel",9.89949493661167,4.7,"Eiche",2,2,0.067,1.938,0.638,0.22,18.6522459767468,9.32612298837341,34.2268713673304
405,"Laubbaum","Hartriegel",7,4.2,"Eiche",1,1,0.067,1.938,0.638,0.22,8.86885760725024,4.43442880362512,16.2743537093042
406,"Laubbaum","Hartriegel",15.6524758424985,4.4,"Eiche",5,5,0.067,1.938,0.638,0.22,43.4569634452033,21.7284817226016,79.743527921948
407,"Laubbaum","Hartriegel",19.7989898732233,6.1,"Eiche",8,6,0.067,1.938,0.638,0.22,84.4052123944747,42.2026061972374,154.883564743861
408,"Laubbaum","Hartriegel",15.556349186104,6,"Eiche",2,5,0.067,1.938,0.638,0.22,52.3374092375408,26.1687046187704,96.0391459508874
409,"Laubbaum","Hartriegel",10,3.8,"Eiche",4,2,0.067,1.938,0.638,0.22,16.6087354678203,8.30436773391013,30.4770295834502
410,"Laubbaum","Hartriegel",8.48528137423857,4.3,"Eiche",2,1,0.067,1.938,0.638,0.22,13.0720198020714,6.5360099010357,23.987156336801
411,"Laubbaum","Gewöhnlicher Liguster",8.48528137423857,4.3,"Eiche",2,1,0.067,1.938,0.638,0.22,13.0720198020714,6.5360099010357,23.987156336801
412,"Laubbaum","Baumliguster",14.6969384566991,4.1,"Eiche",6,5,0.067,1.938,0.638,0.22,36.7685428379625,18.3842714189812,67.4702761076611
413,"Laubbaum","Kornelkirsche",12,4.1,"Buche",4,2,0.058,2.034,0.637,0.2,26.7921280871933,13.3960640435967,49.1635550399998
414,"Laubbaum","Baumliguster",8,4.8,"Eiche",1,1,0.067,1.938,0.638,0.22,12.509931671564,6.25496583578201,22.95572461732
415,"Laubbaum","Rote Heckenkirsche",7,4,"Buche",1,1,0.058,2.034,0.637,0.2,8.81152073390532,4.40576036695266,16.1691405467163
416,"Laubbaum","Baumliguster",22.0454076850486,5.2,"Eiche",6,6,0.067,1.938,0.638,0.22,93.8848056388684,46.9424028194342,172.278618347323
417,"Laubbaum","Baumliguster",11,7.6,"Eiche",1,2,0.067,1.938,0.638,0.22,31.0894278105746,15.5447139052873,57.0491000324043
418,"Laubbaum","Kirschpflaume",12,4.4,"Eiche",4,2,0.067,1.938,0.638,0.22,25.966337394392,12.983168697196,47.6482291187093
419,"Nadelbaum","Eibe",7,4.5,"Kiefer",1,1,0.044,2.096,0.712,0.22,9.25178025129604,4.62589012564802,16.9770167611282
420,"Laubbaum","Kleinfruchtiger Zierapfel",7,3,"Eiche",1,1,0.067,1.938,0.638,0.22,7.15546720230176,3.57773360115088,13.1302823162237
421,"Laubbaum","Felsenbirne",6,3.3,"Eiche",1,1,0.067,1.938,0.638,0.22,5.64031878120749,2.82015939060375,10.3499849635157
422,"Laubbaum","Süßkirsche",13,4.1,"Buche",1,2,0.058,2.034,0.637,0.2,31.5292278439003,15.7646139219501,57.856133093557
423,"Laubbaum","Felsenbirne",5,2.5,"Eiche",1,1,0.067,1.938,0.638,0.22,3.3183655596132,1.6591827798066,6.08920080189023
424,"Laubbaum","Süßkirsche",9,5.2,"Buche",1,1,0.058,2.034,0.637,0.2,17.3633145821637,8.68165729108186,31.8616822582704
425,"Nadelbaum","Echte Zypresse",12,6.9,"Kiefer",1,2,0.044,2.096,0.712,0.22,38.8183392754566,19.4091696377283,71.2316525704628
426,"Laubbaum","Süßkirsche",18,3.5,"Buche",1,5,0.058,2.034,0.637,0.2,55.2592338450459,27.629616922523,101.400694105659
427,"Laubbaum","Bergahorn",18,5.4,"Eiche",1,6,0.067,1.938,0.638,0.22,64.9261972790545,32.4630986395272,119.139572007065
428,"Nadelbaum","Abendländischer Lebensbaum",19.7989898732233,7.7,"Kiefer",2,6,0.044,2.096,0.712,0.22,119.883027425564,59.941513712782,219.98535532591
429,"Laubbaum","Echte Feige",8,2.7,"Eiche",1,1,0.067,1.938,0.638,0.22,8.6662878441709,4.33314392208545,15.9026381940536
430,"Laubbaum","Echte Feige",9.89949493661167,2.4,"Eiche",2,2,0.067,1.938,0.638,0.22,12.1480752356404,6.0740376178202,22.2917180574001
431,"Laubbaum","Echte Feige",6,2.7,"Eiche",1,1,0.067,1.938,0.638,0.22,4.96251506461075,2.48125753230538,9.10621514356074
432,"Laubbaum","Echte Feige",6,2.6,"Eiche",1,1,0.067,1.938,0.638,0.22,4.84445306478591,2.42222653239295,8.88957137388214
