fid,STRINGGUID,KODIERUNG,BAUMNR,TYP,GEFAELLT_A,ART,PFLEGE,KD,CREATE_BY,CHANGE_BY,CREATE_DAT,CHANGE_DAT,Rechtswert,Hochwert,Baumart_la,Sorte,Bewaesseru,Baumalter,GA_NR,GA_NAME,Pflanzdatu,id,NAME_DT,NAME_LAT,BHD,KRONE_D,HOEHE,KOMMENTAR
202,{4C8FF7F9-B79C-4C12-9144-9D7DC17D9035},,"1.32307",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/09,0,0,Carpinus betulus,Frans Fontaine,"9",11 Jahre,1/001/074,"John Bopp, Kegel, u. Rathaus Straße",04.11.2010,1,Hainbuche,Carpinus betulus,0.14,5.7,10.1,"5 an, Rigole aus Beton, 1.5 qm verdichteter Boden"
203,{01312A64-213C-4621-9DCD-DB1C687A44EF},,"1.32308",B,,Laubbaum,False,2,,bruchsal_baum,,2024/01/09,0,0,Carpinus betulus,Frans Fontaine,"1",4 Jahre,1/001/074,"John Bopp, Kegel, u. Rathaus Straße",12.04.2021 00:00:00,1,Hainbuche,Carpinus betulus,0.07,3,5.8,"5 qm, Betonrigole "
204,{F1B7E832-0A20-4E7B-872C-14C38C62DD52},,"1.32319",B,,,False,1,,bruchsal_baum,,2024/02/21,0,0,Carpinus betulus,'Lucas',"1",1 Jahre,1/001/074,"John Bopp, Kegel, u. Rathaus Straße",15.03.2022 00:00:00,1,Hainbuche,Carpinus betulus,0.06,2,5.6,"5 qm, Betonrigole "
205,{6F5B4CDC-37E1-4D48-AA0C-305D06D1BA4D},,"1.32310",B,,Laubbaum,False,5,,bruchsal_baum,,2024/01/09,0,0,Carpinus betulus,Frans Fontaine,"9",12 Jahre,1/001/074,"John Bopp, Kegel, u. Rathaus Straße",04.11.2010 00:00:00,1,Hainbuche,Carpinus betulus,0.1,4,8,"5 qm, Betonrigole"
206,{BB8CCF93-C961-4AA4-B031-D03533C6DAF8},,"1.32311",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/09,0,0,Carpinus betulus,Frans Fontaine,"2",9 Jahre,1/001/074,"John Bopp, Kegel, u. Rathaus Straße",23.01.2013,1,Hainbuche,Carpinus betulus,0.11,5.5,8,"5 qm, Betonrigole"
207,{F56F4397-FC9A-40D9-9EE8-7D8D4A3864ED},,"1.32312",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/09,0,0,Carpinus betulus,Frans Fontaine,"9",11 Jahre,1/001/074,"John Bopp, Kegel, u. Rathaus Straße",04.11.2010,1,Hainbuche,Carpinus betulus,0.13,6,10.2,"5 qm,  Betonrigole"
208,{A2031C4A-AEB0-4913-BCC6-35AE14A839B2},,"1.32313",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/09,0,0,Carpinus betulus,Frans Fontaine,"9",11 Jahre,1/001/074,"John Bopp, Kegel, u. Rathaus Straße",04.11.2010,1,Hainbuche,Carpinus betulus,0.13,4.6,9.3,"5 qm, Betonrigole "
209,{945F5FF4-8B65-402F-BC06-79C3282E8B3C},,"1.32314",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/09,0,0,Carpinus betulus,Frans Fontaine,"9",11 Jahre,1/001/074,"John Bopp, Kegel, u. Rathaus Straße",04.11.2010,1,Hainbuche,Carpinus betulus,0.11,4.5,8.6,"5 qm, Betonrigole"
210,{20A37A9E-2E2D-4B1D-AB2D-A57DC471A4E2},,"1.32315",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/09,0,0,Carpinus betulus,Frans Fontaine,"9",11 Jahre,1/001/074,"John Bopp, Kegel, u. Rathaus Straße",04.11.2010,1,Hainbuche,Carpinus betulus,0.13,4.5,9.5,"4 qm, Betonrigole "
211,{05BFAD63-6D14-475A-97AB-6DBFCC60503D},,"1.32316",B,,Laubbaum,False,3,,bruchsal_baum,,2024/01/09,0,0,Carpinus betulus,Frans Fontaine,"9",13 Jahre,1/001/074,"John Bopp, Kegel, u. Rathaus Straße",04.11.2010 00:00:00,1,Hainbuche,Carpinus betulus,0.13,3.7,9.9,"4 qm, Betonrigole"
212,{C6DCF1F7-DBAE-4652-AB76-BD9B4B231122},,"1.32317",B,,Laubbaum,False,3,,bruchsal_baum,,2024/01/09,0,0,Carpinus betulus,Frans Fontaine,"9",13 Jahre,1/001/074,"John Bopp, Kegel, u. Rathaus Straße",04.11.2010 00:00:00,1,Hainbuche,Carpinus betulus,0.12,4.5,9.6,"4 qm, Betonrigole"
213,{EAB6C546-734B-4105-9CAB-27DF9527AB71},,"1.32318",B,,Laubbaum,False,3,,bruchsal_baum,,2024/01/09,0,0,Carpinus betulus,Frans Fontaine,"9",11 Jahre,1/001/074,"John Bopp, Kegel, u. Rathaus Straße",04.11.2010,1,Hainbuche,Carpinus betulus,0.12,4.5,9.9,"4 qm, Betonrigole"
214,{7F8F62C3-2A0C-4619-AF9C-C856CA20D6CF},,"1.00803",B,,Laubbaum,False,5,,bruchsal_baum,,2023/05/02,0,0,Celtis australis,,"3",9 Jahre,1/001/009,Kirchplatz,29.04.2014 00:00:00,1,Südlicher Zürgelbaum,Celtis australis,0.17,5.7,6.4,"5 qm, verdichtete Erde mit Spontanbewuchs"
215,{A187E851-4DFB-440B-9547-D68580D11403},,"1.31307",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,0,0,ACER  platanoides,COLUMNARE  TYP LEY 3,"9",12 Jahre,1/001/065,Pfeilerstraße,28.04.2011 00:00:00,1,Spitzahorn,Acer platanoides,0.21,7,9.4,"4 qm, Betonrigole mit Kartoffelrose "
216,{7F5358EE-0111-4038-8600-4FE3043AB3C7},,"1.31308",B,,Laubbaum,True,7,,bruchsal_baum,,2023/07/26,0,0,ACER  platanoides,COLUMNARE  TYP LEY 3,"9",12 Jahre,1/001/065,Pfeilerstraße,28.04.2011 00:00:00,1,Spitzahorn,Acer platanoides,0.21,8.5,9.3,"4 qm, Betonrigole mit Kartoffelrose "
217,{E062F27A-F4E8-4962-9956-63AD75525A40},,"1.31309",B,,Laubbaum,False,4,,bruchsal_baum,,2023/07/26,0,0,ACER  platanoides,COLUMNARE  TYP LEY 3,"9",12 Jahre,1/001/065,Pfeilerstraße,28.04.2011 00:00:00,1,Spitzahorn,Acer platanoides,0.18,5.7,7.5,"4 qm,  Betonrigole mit Kartoffelrose "
218,{344CD8DD-FAC3-4BA6-8201-252B776DB2DB},,"1.31310",B,,Laubbaum,False,3,,bruchsal_baum,,2023/07/26,0,0,ACER  platanoides,COLUMNARE  TYP LEY 1,"9",12 Jahre,1/001/065,Pfeilerstraße,06.05.2011 00:00:00,1,Spitzahorn,Acer platanoides,0.21,4.2,11.9,"6 qm, Kartoffelrose und Spontanbewuchs "
219,{32E085AE-654F-456F-B1BE-2997937E8FB4},,"1.31311",B,,Laubbaum,False,2,,bruchsal_baum,,2023/07/26,0,0,ACER  platanoides,COLUMNARE  TYP LEY 1,"9",12 Jahre,1/001/065,Pfeilerstraße,06.05.2011 00:00:00,1,Spitzahorn,Acer platanoides,0.2,4.8,10.7,"4 qm, Betonrigole mit Kartoffelrose "
220,{79E03C68-AB81-4C04-957F-C8290AD30D7F},,"1.50202",B,,Laubbaum,True,8,,bruchsal_baum,,2024/01/18,3470777.01,5443142.27,Carpinus betulus,,"0",22 Jahre,1/001/161,Am Alten Schloß,15.03.2000,1,Hainbuche,Carpinus betulus,0.2,7,8,"3 qm, mit Kartoffelrosen "
221,{D208F06B-6853-4F35-98A8-2DA5CD170E4A},,"1.50203",B,,Laubbaum,True,4,,bruchsal_baum,,2024/01/18,3470784.95,5443142.53,Carpinus betulus,,"0",13 Jahre,1/001/161,Am Alten Schloß,13.04.2010 00:00:00,1,Hainbuche,Carpinus betulus,0.12,5.6,7.4,"3 qm, mit Kartoffelrosen "
222,{045F9AF0-835D-4B0B-BFFF-EBA775A635A3},,"1.50211",B,,Laubbaum,True,2,,bruchsal_baum,,2024/01/18,3470781.77,5443148.35,Carpinus betulus,,"3",3 Jahre,1/001/161,Am Alten Schloß,23.03.2020 00:00:00,1,Hainbuche,Carpinus betulus,0.6,2.3,5.4,"3 qm, mit Kartoffelrosen "
223,{A8C47AA5-AC7A-4938-BFE9-46A1D12526C3},,"1.50205",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/18,3470801.15,5443183.46,FRAXINUS ORNUS,MECZEK,"3",9 Jahre,1/001/161,Am Alten Schloß,15.03.2013,1,Blumen-Esche,Fraxinus ornus,0.17,5.2,5.4,"3 qm, Spontanbewuchs/ Bodendecker "
224,{FAD8C080-B6CA-461F-9A30-638D72513B91},,"1.50206",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/18,3470805.16,5443189.67,FRAXINUS ORNUS,MECZEK,"3",9 Jahre,1/001/161,Am Alten Schloß,15.03.2013,1,Blumen-Esche,Fraxinus ornus,0.17,5,5,"3 qm, Spontanbewuchs/ Bodendecker "
225,{C82F0B1A-9755-4542-8B18-62A46F34CD0A},,"1.50207",B,,Laubbaum,False,5,,bruchsal_baum,,2024/01/18,3470808.68,5443194.96,FRAXINUS ORNUS,MECZEK,"3",9 Jahre,1/001/161,Am Alten Schloß,15.03.2013,1,Blumen-Esche,Fraxinus ornus,0.19,5.1,5.3,"3 qm, Spontanbewuchs/ Bodendecker"
226,{8EFC28A1-51FA-4064-9844-0617B902E85A},,"1.50208",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/18,3470811.96,5443200.13,FRAXINUS ORNUS,MECZEK,"3",9 Jahre,1/001/161,Am Alten Schloß,15.03.2013,1,Blumen-Esche,Fraxinus ornus,0.18,5.2,5.4,"3 qm, Spontanbewuchs/ Bodendecker"
227,{B534CD4B-E5DB-4A54-B88F-A29859C1AEE4},,"1.50209",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/18,3470814.38,5443203.84,FRAXINUS ORNUS,MECZEK,"3",9 Jahre,1/001/161,Am Alten Schloß,15.03.2013,1,Blumen-Esche,Fraxinus ornus,0.18,5.3,5.4,"3 qm, Spontanbewuchs "
228,{BB60D7D7-2419-4608-BFA9-F513F00482ED},,"1.50210",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/18,3470817.13,5443207.88,FRAXINUS ORNUS,MECZEK,"0",11 Jahre,1/001/161,Am Alten Schloß,15.03.2012 00:00:00,1,Blumen-Esche,Fraxinus ornus,0.19,5.8,5.6,"3 qm,  Spontanbewuchs"
229,{7BE5B690-72CF-4FBE-984A-E8E4AEDE5727},,"1.00701",B,,Laubbaum,False,17,,bruchsal_baum,,2024/01/18,3470970.09,5443116.07,Platanus x acerifolia,,"0",62 Jahre,1/001/008,Bürgerpark,15.11.1960 00:00:00,1,Platane,Platanus x acerifolia,0.65,19,18.2,
230,{BEC05AEC-EC81-4E54-B2C3-A4BAFD193BE7},,"1.00704",B,,Laubbaum,False,10,,bruchsal_baum,,2024/01/18,3470968.62,5443150.21,Platanus x acerifolia,,"0",63 Jahre,1/001/008,Bürgerpark,15.11.1960 00:00:00,1,Platane,Platanus x acerifolia,0.8,23,19.7,
231,{8D6EC012-D2BD-4547-AC37-83A05DF9A1A2},,"1.00705",B,,Laubbaum,False,18,,bruchsal_baum,,2024/01/18,3470953.73,5443149.31,Platanus x acerifolia,,"0",63 Jahre,1/001/008,Bürgerpark,15.11.1960 00:00:00,1,Platane,Platanus x acerifolia,0.84,21,18.3,
232,{A4AEEE67-F329-4A39-B6E9-C2B485C22B6B},,"1.00712",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470920.42,5443115.6,Celtis australis,,"0",10 Jahre,1/001/008,Bürgerpark,13.03.2012 00:00:00,1,Südlicher Zürgelbaum,Celtis australis,0.23,9.8,8.4,
233,{DBB5ED69-F637-48F9-89C2-5A83F222AA7D},,"1.00718",B,,Laubbaum,False,18,,bruchsal_baum,,2024/01/18,3470955.3,5443115.18,Platanus x acerifolia,,"0",63 Jahre,1/001/008,Bürgerpark,15.11.1960 00:00:00,1,Platane,Platanus x acerifolia,0.94,26.1,18.2,
234,{A20A3790-7A09-43CB-BDFA-334AD21D575A},,"1.00719",B,,Laubbaum,False,9,,bruchsal_baum,,2024/01/18,3470970.7,5443105.84,Platanus x acerifolia,,"0",62 Jahre,1/001/008,Bürgerpark,15.11.1960 00:00:00,1,Platane,Platanus x acerifolia,0.38,14.5,17.5,
235,{AF685982-0EF0-4E34-B237-643F3764FAC0},,"1.00739",B,,Laubbaum,False,9,,bruchsal_baum,,2024/01/18,3470936.18,5443041.27,Gleditisia triacanthos,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Amerikanische Gleditschie,Gleditisia triacanthos,0.27,10,10,
236,{6739AFAE-C34E-4F7C-BB61-1088F426B476},,"1.00738",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470937.55,5443035.22,Acer campestre,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
237,{0DBAD928-258A-4F1B-AEE6-0BAEE33B9A31},,"1.00741",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470923.66,5443025.03,Gleditisia triacanthos,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Amerikanische Gleditschie,Gleditisia triacanthos,0.3,11.8,13.5,
238,{088E1851-93AD-419B-A262-224D9814FB4F},,"1.00745",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,3470933.38,5443007.74,Acer campestre,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Feldahorn,Acer campestre,0.25,5.6,11.5,
239,{991C2732-79AE-49F2-8DEA-F34780089FBC},,"1.00746",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470937.35,5443008.67,Acer platanoides,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Spitzahorn,Acer platanoides,0.31,11.5,12.2,
240,{9A66F274-031B-47EC-A023-C94FBF81C52A},,"1.00747",B,,Laubbaum,False,5,,bruchsal_baum,,2024/01/18,3470946.48,5443036.32,Acer platanoides,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
241,{25378E8D-DF13-4CC5-BA50-35C26E77961E},,"1.00748",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470945.95,5443042.4,Acer platanoides,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
242,{DCB013D2-E2D6-46A1-A2E9-E68D0005E6D6},,"1.00749",B,,Laubbaum,False,5,,bruchsal_baum,,2024/01/18,3470947.4,5443051,Carpinus betulus,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,,,,,,
243,{A63A08C8-9753-4594-89FD-AFF01C905A68},,"1.00750",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,3470946.61,5443062.24,Carpinus betulus,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,,,,,,
244,{E7644B89-A094-4A39-AACD-50AF034F11E6},,"1.00751",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,3470946.08,5443072.43,Acer platanoides,,"0",-7976 Jahre,1/001/008,Bürgerpark,12.11.9999 00:00:00,1,,,,,,
245,{41F46818-5E95-41C1-A103-CA7E8FDC54AF},,"1.00754",B,,Laubbaum,False,16,,bruchsal_baum,,2023/05/09,3470910.62,5443003.1,Sophora japonica,,"0",28 Jahre,1/001/008,Bürgerpark,21.03.1995 00:00:00,1,Japanischer Schnurbaum,Sophora japonica,0.39,12,14.3,
246,{6750C723-EC4D-455D-9A4C-36CAFE129274},,"1.00755",B,,Laubbaum,False,13,,bruchsal_baum,,2024/01/18,3470915.6,5443012.81,Sophora japonica,,"0",28 Jahre,1/001/008,Bürgerpark,21.03.1995 00:00:00,1,Japanischer Schnurbaum,Sophora japonica,0.63,15,14,
247,{B0765E81-B070-48B3-9B51-8F4F0C2E608A},,"1.00756",B,,Laubbaum,False,11,,bruchsal_baum,,2024/01/18,3470901.13,5443016.21,Sophora japonica,,"0",27 Jahre,1/001/008,Bürgerpark,21.03.1995,1,Japanischer Schnurbaum,Sophora japonica,0.4,19,11.4,
248,{3514CCC9-7DF3-42DD-BA3D-EF61EB83C2B0},,"1.00758",B,,Laubbaum,False,10,,bruchsal_baum,,2024/01/18,3470919.65,5443060.3,Tilia spec.,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Winterlinde,Tilia cordata,0.3,11.5,16.1,
249,{94595E84-51B4-4C66-AF65-635A3E57919F},,"1.00763",B,,Laubbaum,False,9,,bruchsal_baum,,2024/01/18,3470907.19,5443063.37,Tilia spec.,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Winterlinde,Tilia cordata,0.31,12.5,15.6,
250,{3DDB55BB-8F10-4E72-A069-9BD21149EF23},,"1.00764",B,,Laubbaum,False,9,,bruchsal_baum,,2024/01/18,3470911.59,5443066.18,Tilia spec.,,"0",32 Jahre,1/001/008,Bürgerpark,12.11.1991 00:00:00,1,Winterlinde,Tilia cordata,0.36,3.5,17.5,
251,{8A2C39BE-1B9F-49F4-ACFE-2B86445A4AA3},,"1.00765",B,,Laubbaum,False,11,,bruchsal_baum,,2024/01/18,3470916.42,5443066.02,Tilia spec.,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Winterlinde,Tilia cordata,0.37,11,16.9,
252,{F53F11E3-B5C3-41DD-9105-587E59BA1710},,"1.00769",B,,Laubbaum,False,9,,bruchsal_baum,,2023/03/30,3470876.81,5443049.56,Sophora japonica,,"0",12 Jahre,1/001/008,Bürgerpark,15.03.2011 00:00:00,1,Japanischer Schnurbaum,Sophora japonica,0.26,11.3,7.9,
253,{158F497C-186B-4F67-A59F-96E9C4842CF1},,"1.007101",B,,Laubbaum,False,9,,bruchsal_baum,,2024/01/18,3470873.46,5443178.41,Acer pseudoplatanus,,"0",30 Jahre,1/001/008,Bürgerpark,12.11.1991,1,Bergahorn,Acer pseudoplatanus,0.33,10.7,10.1,2 Stämme a ca.  0.33 m
258,{63649193-28F9-404C-98C4-65836800AC77},,"1.31001",B,,Laubbaum,False,14,,bruchsal_baum,,2024/01/18,3470628.43,5442854.85,Aesculus hippocastanum,,"0",112 Jahre,1/001/062,Verbindungsweg Neutor-/Stadtgr.Str,01.01.1911 00:00:00,1,Gewöhnliche Rosskastanie,Aesculus hippocastanum,0.7,13,11.7,BHD geschätzt
259,{46EB5359-939F-4D73-84CC-D87C084076D2},,"1.25801",B,,Laubbaum,False,4,,bruchsal_baum,,2023/12/21,0,0,Acer platanoides,Globosum,"0",43 Jahre,1/001/046,Rathaus am Otto Oppenheimer Platz,15.11.1980 00:00:00,1,Spitzahorn,Acer platanoides,0.16,3,3.5,"3 qm,  Kies"
260,{3F8C9C99-2A17-414B-B46D-077AA5E1187B},,"1.007116",B,,Nadelbaum,False,1,,bruchsal_baum,,2024/01/18,0,0,Ginkgo biloba,,"3",9 Jahre,1/001/008,Bürgerpark,24.05.2013,1,Ginkgo,Ginkgo biloba,0.09,1.5,3.7,
261,{FED4D38B-3F5E-4DDB-AC4B-52A55D24904D},,"1.25802",B,,Laubbaum,False,2,,bruchsal_baum,,2023/12/21,0,0,Arbutus unedo,,"3",6 Jahre,1/001/046,Rathaus am Otto Oppenheimer Platz,15.05.2017 00:00:00,1,,,,,,BHD < 0.05 m
262,{5C19BE46-65B5-4404-B4BC-BF28042808F5},,"1.007111",B,,Laubbaum,False,5,,bruchsal_baum,,2024/01/18,0,0,Acer campestre,Elsrijk,"3",9 Jahre,1/001/008,Bürgerpark,14.01.2013 00:00:00,1,,,,,,
263,{365B152C-1E6B-48B0-9B78-A008230F51E5},,"1.007112",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/18,0,0,Acer campestre,Elsrijk,"3",9 Jahre,1/001/008,Bürgerpark,14.01.2013 00:00:00,1,,,,,,
264,{BDED35AA-60BB-449B-BC96-E378127E8AC5},,"1.007113",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/18,0,0,Acer campestre,Elsrijk,"3",9 Jahre,1/001/008,Bürgerpark,14.01.2013 00:00:00,1,,,,,,
265,{564E2B8C-F8D6-48EF-99F9-80B5B9F72432},,"1.007114",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/18,0,0,Acer campestre,Elsrijk,"3",9 Jahre,1/001/008,Bürgerpark,14.01.2013 00:00:00,1,,,,,,
266,{340615EA-EC85-4196-BA5F-929DB190D7CD},,"1.007115",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,0,0,Carpinus betulus,,"0",23 Jahre,1/001/008,Bürgerpark,15.11.2000 00:00:00,1,Hainbuche,Carpinus betulus,0.18,7,10.8,
267,{91940e7c-a60b-4740-bb32-5fc6da81ea7c},,"1.007120",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,0,0,Malus floribunda,,"0",36 Jahre,1/001/008,Bürgerpark,15.11.1985,1,Japanischer Wildapfel,Malus floribunda,0.15,9,4.4,15 Stämme a 0.15 m
268,{f15c2fea-a742-424c-825e-59ed7370286a},,"1.007121",B,,Laubbaum,False,3,,bruchsal_baum,,2024/01/18,0,0,Carpinus betulus,,"0",38 Jahre,1/001/008,Bürgerpark,15.11.1985 00:00:00,1,Hainbuche,Carpinus betulus,0.08,3.3,5.5,2 Stämme a 0.08
269,{BD32CF92-9960-4DE7-8E9C-647B3A09D53E},,"1.007122",B,,Laubbaum,False,3,,bruchsal_baum,,2024/01/18,0,0,Malus toringo,`Brower`s Beauty `,"3",5 Jahre,1/001/008,Bürgerpark,06.03.2018 00:00:00,1,Kleinfruchtiger Zierapfel,Malus toringo,0.06,4,3,
270,{DABA00E0-9191-45F3-BA50-8AA96949600C},,"1.007126",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/18,0,0,Malus floribunda,,"0",38 Jahre,1/001/008,Bürgerpark,15.11.1985 00:00:00,1,,,,,,Gefällt? Nicht vorhanden 
271,{86308D07-F3E3-4156-89AF-161F06329D0F},,"1.007127",B,,Laubbaum,False,4,,bruchsal_baum,,2024/01/18,0,0,Cornus controversa,,"0",38 Jahre,1/001/008,Bürgerpark,15.11.1985 00:00:00,1,Pagoden-Hartriegel,Cornus controversa,0.07,5.5,4.6,5 Stämme a 0.07 m
272,{B5FF4856-7CAD-40CF-9DBE-60A451991F3A},,"1.007128",B,,Laubbaum,False,10,,bruchsal_baum,,2024/01/18,0,0,Acer campestre,,"0",36 Jahre,1/001/008,Bürgerpark,15.11.1985,1,,,,,,
273,{5405E171-610A-4BA6-B0D9-931D38F5275C},,"1.007129",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,0,0,Carpinus betulus,,"0",38 Jahre,1/001/008,Bürgerpark,15.11.1985 00:00:00,1,,,,,,
274,{2D2415D5-4CC5-4460-B585-6476D03473E3},,"1.007130",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,0,0,Acer campestre,,"0",36 Jahre,1/001/008,Bürgerpark,15.11.1985,1,,,,,,
275,{7D0A719A-F4DA-42F5-BC2E-8F0B6C110709},,"1.007131",B,,Laubbaum,False,5,,bruchsal_baum,,2024/01/18,0,0,Carpinus betulus,,"0",37 Jahre,1/001/008,Bürgerpark,15.11.1985 00:00:00,1,Hainbuche,Carpinus betulus,0.3,7,7.4,
276,{FFED76AE-2ECE-46D5-B78C-B85AE351D6E6},,"1.007132",B,,Laubbaum,False,9,,bruchsal_baum,,2024/01/18,0,0,Carpinus betulus,,"0",36 Jahre,1/001/008,Bürgerpark,15.11.1985,1,,,,,,
277,{41E4C97D-763A-41D2-9A35-0DAA172FCE4B},,"1.007133",B,,Laubbaum,False,11,,bruchsal_baum,,2024/01/18,0,0,Prunus cerasifera,,"0",38 Jahre,1/001/008,Bürgerpark,15.11.1985 00:00:00,1,,,,,,
278,{D6AFEB96-6CBE-433C-BDB2-1C88FAB11752},,"1.007134",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,0,0,Carpinus betulus,Fastigiata,"0",36 Jahre,1/001/008,Bürgerpark,15.11.1985,1,Hainbuche,Carpinus betulus,0.24,8,9.5,
279,{1196751f-8b52-4eac-8af6-cf9669070559},,"1.31312",B,,Nadelbaum,False,8,,bruchsal_baum,,2024/01/18,0,0,Taxus baccata,,"0",,1/001/065,Pfeilerstraße,,1,Europäische Eibe,Taxus baccata,0.13,5,6.9,4 Stämme a ca.  0.13
280,{ceda4c7b-a38f-49f1-b20c-457467644dda},,"1.007137",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,0,0,Carpinus betulus,,"0",,1/001/008,Bürgerpark,,1,Hainbuche,Carpinus betulus,0.35,11.9,8.2,BHD geschätzt 
281,{d235aa31-1c80-4c1f-ae91-cf12d6614a6e},,"1.007136",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,0,0,Carpinus betulus,,"0",,1/001/008,Bürgerpark,,1,Hainbuche,Carpinus betulus,0.3,10,12.3,BHD geschätzt 
282,{8970d2f1-a60a-45e5-acd7-d301a01cdcc3},,"1.007144",B,,Laubbaum,False,4,,bruchsal_baum,,2023/05/12,0,0,Carpinus betulus,,"0",,1/001/008,Bürgerpark,,1,,,,,,
283,{b36b7ff8-abec-434f-8a85-e4cbf64096eb},,"1.007143",B,,Laubbaum,False,6,,bruchsal_baum,,2023/05/12,0,0,Carpinus betulus,,"0",,1/001/008,Bürgerpark,,1,,,,,,
284,{429c3bdc-c9b4-4eb1-a5e3-dc58cbe6d0ad},,"1.007139",B,,Laubbaum,False,5,,bruchsal_baum,,2024/01/18,0,0,Carpinus betulus,,"0",,1/001/008,Bürgerpark,,1,,,,,,
285,{580f4c91-14dd-42fa-8d00-49093d600c32},,"1.007140",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,0,0,Carpinus betulus,,"0",,1/001/008,Bürgerpark,,1,,,,,,
286,{6c9475a2-3d9d-4aa6-9970-0332dde85861},,"1.007001",BG,,,False,4,,bruchsal_baum,,2023/05/26,0,0,,,"0",,,,,1,,,,,,
287,{a8288e2a-4ff7-4f93-ab5a-f55fe19b1c89},,"1.007138",B,,Laubbaum,False,8,,bruchsal_baum,,2024/01/18,0,0,Carpinus betulus,,"0",,1/001/008,Bürgerpark,,1,,,,,,
288,{1cae1555-79a8-4c0b-a1d5-a00d9e029b04},,"1.007142",B,,Laubbaum,False,4,,bruchsal_baum,,2023/04/21,0,0,Carpinus betulus,,"0",,1/001/008,Bürgerpark,,1,,,,,,
289,{6643e257-8a4d-464d-813e-403c7fc7d912},,"1.007141",B,,Laubbaum,False,6,,bruchsal_baum,,2024/01/18,0,0,Acer platanoides,,"0",,1/001/008,Bürgerpark,,1,,,,,,
290,{7DF91E79-E380-4271-A6E4-4E9C1FB71840},,"1.31662",B,,Laubbaum,False,2,bruchsal_baum,bruchsal_baum,2020/04/21,2023/09/12,0,0,FRAXINUS ORNUS,MECZEK,"3",3 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,20.04.2020 00:00:00,1,Blumen-Esche,Fraxinus ornus,0.07,2.4,4,"3 qm, Rigole mit Stammgitter "
291,{33216A3F-8780-4ACE-8A83-6A2764634252},,"1.31663",B,,Laubbaum,False,2,bruchsal_baum,bruchsal_baum,2020/04/21,2023/09/12,0,0,FRAXINUS ORNUS,MECZEK,"3",3 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,20.04.2020 00:00:00,1,Blumen-Esche,Fraxinus ornus,0.07,2.2,3.7,"3 qm, Rigole mit Stammgitter "
