fid,STRINGGUID,KODIERUNG,BAUMNR,TYP,GEFAELLT_A,ART,PFLEGE,KD,CREATE_BY,CHANGE_BY,CREATE_DAT,CHANGE_DAT,Rechtswert,Hochwert,Baumart_la,Sorte,Bewaesseru,Baumalter,GA_NR,GA_NAME,Pflanzdatu,id,NAME_DT,NAME_LAT,BHD,KRONE_D,HOEHE,KOMMENTAR
292,{203A24DF-90A9-44AB-A9D6-A162B513E131},,"1.31664",B,,Laubbaum,False,2,bruchsal_baum,bruchsal_baum,2020/04/21,2023/09/12,0,0,FRAXINUS ORNUS,MECZEK,"3",3 Jahre,1/001/068,Fußgängerzone mit Schönbornplatz,20.04.2020 00:00:00,1,Blumen-Esche,Fraxinus ornus,0.08,2,3.8,"3 qm, Rigole mit Stammgitter "
293,{99c9eb8b-255a-418a-b3ef-3edb2586c598},,"1.007145",B,,Laubbaum,False,3,,bruchsal_baum,,2023/05/12,0,0,Acer spec.,,"0",22 Jahre,1/001/008,Bürgerpark,07.02.2001 00:00:00,1,,,,,,
294,{9bdf03d1-4734-4b03-91a7-9237ee80d7b7},,"1.007146",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,0,0,Carpinus betulus,,,,,,,1,,,,,,
295,{6609d54b-47fa-4f20-9fe5-c97944b71d74},,"1.007147",B,,Nadelbaum,False,6,,bruchsal_baum,,2024/01/29,0,0,Taxus baccata,,,16 Jahre,1/001/008,Bürgerpark,31.12.2007 00:00:00,1,,,,,,
296,{7b626ecf-c007-4ab0-87d2-6d50bb59a81e},,"1.007149",B,,Nadelbaum,False,3,,bruchsal_baum,,2024/01/29,0,0,Taxus baccata,,,,1/001/008,Bürgerpark,,1,,,,,,
297,{dcc708c1-164b-4a4e-b818-8e48705f7df2},,"1.00777148",B,,Nadelbaum,False,2,,bruchsal_baum,,2024/01/18,0,0,Taxus baccata,,,,,,,1,,,,,,
298,{367daddc-49cf-4d77-afd1-20e8dd2eb767},,"1.0077777150",B,,,False,6,,bruchsal_baum,,2024/01/18,0,0,Nyssa sylvatica,,,,1/001/008,Bürgerpark,,1,,,,,,"Nicht vorhanden, stattdessen steht dort eine Perus salicifonie"
299,{076b80eb-00da-4d95-9c13-764f65131e06},,"1.00777777151",B,,Laubbaum,False,2,,bruchsal_baum,,2024/01/18,0,0,Malus domestica,Rheinischer Bohnapfel,,0 Jahre,1/001/008,Bürgerpark,30.03.2023 00:00:00,1,Rheinischer Bohnapfel,Malus domestica,0.05,1.7,4,
300,{3d02d448-5d10-419e-bdc1-ee77ad749227},,"1.007152",B,,Laubbaum,False,7,,bruchsal_baum,,2024/01/18,0,0,Acer platanoides,,,23 Jahre,1/001/008,Bürgerpark,02.02.2000 00:00:00,1,,,,,,
301,{DCBC6FF8-F5DB-4BA5-B328-6BA6FEFBA6F2},,"1.007153",B,,Laubbaum,False,2,bruchsal_baum,bruchsal_baum,2024/01/16,2024/01/24,0,0,Alnus x spaethii,,"1",4 Jahre,1/001/008,Bürgerpark,15.01.2024 00:00:00,1,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,Spitzahorn,Acer platanoides,0.28,7.5,8,
303,,,,,,,,,,,,,,,,,,,,,,,Birke,Betula spec.,0.25,6,10.2,Hängebirke?
304,,,,,,,,,,,,,,,,,,,,,,,Birke,Betula spec.,0.27,6,9.7,Hängebirke?
305,,,,,,,,,,,,,,,,,,,,,,,Hängebirke,Betula pendula,0.23,4,11,Starker Bewuchs mit Efeu
306,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.08,6,6.2,"4 Stämme a ca.  0.08, Hartriegel spec. "
307,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.08,6.3,5.6,"7 Hauptstämme a ca. 0.08, Hartriegel spec."
308,,,,,,,,,,,,,,,,,,,,,,,Spitzahorn,Acer platanoides,0.3,9,13.4,BHD geschätzt 
309,,,,,,,,,,,,,,,,,,,,,,,Nadelgehölz,Coniferales,0.4,8.5,17,BHD geschätzt 
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gefällt? Nicht vorhanden 
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gefällt? Nicht vorhanden 
312,,,,,,,,,,,,,,,,,,,,,,,Abendländischer Lebensbaum,Thuja occidentalis,0.17,3,7.1,
313,,,,,,,,,,,,,,,,,,,,,,,Spitzahorn,Acer platanoides,0.16,5,8.8,"BHD, Krone und Höhe geschätzt"
314,,,,,,,,,,,,,,,,,,,,,,,Echte Zypresse,Cupressus sempervirens,,3,10,BHD n.a.
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,nicht zugänglich
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,nicht zugänglich
317,,,,,,,,,,,,,,,,,,,,,,,Hängebirke,Betula pendula,0.31,8,12.3,Innenhof
318,,,,,,,,,,,,,,,,,,,,,,,Bergahorn,Acer pseudoplatanus,0.39,9.5,11.5,Innenhof
319,,,,,,,,,,,,,,,,,,,,,,,Robinie,Robinia pseudoacacia,,12,11.7,"BHD nicht messbar, Krone geschätzt "
320,,,,,,,,,,,,,,,,,,,,,,,Traubenkirsche,Prunus spec.,,7,8.1,"BHD nicht messbar, starker Efeubewuchs"
321,,,,,,,,,,,,,,,,,,,,,,,Hängebirke,Betula pendula,0.3,5,15.9,BHD geschätzt
322,,,,,,,,,,,,,,,,,,,,,,,Eibe,Taxus spec.,,6,8.6,"BHD nicht messbar, vielleicht Eibe?"
323,,,,,,,,,,,,,,,,,,,,,,,Lawson-Scheinzypresse,Chamaecyparis lawsoniana,0.25,3.9,11.4,BHD geschätzt 
324,,,,,,,,,,,,,,,,,,,,,,,Bergahorn,Acer pseudoplatanus,0.14,5,10.4,Krone geschätzt
325,,,,,,,,,,,,,,,,,,,,,,,Hängebirke,Betula pendula,0.35,6,10,BHD und Krone geschätzt 
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,stehendes Totholz mit Efeu
327,,,,,,,,,,,,,,,,,,,,,,,Hainbuche,Carpinus betulus,0.11,3.8,7,"4 qm, Rindenmulch "
328,,,,,,,,,,,,,,,,,,,,,,,Hainbuche,Carpinus betulus,0.11,3.2,6.2,"4 qm, Bank über Baumscheibe "
329,,,,,,,,,,,,,,,,,,,,,,,Abendländischer Lebensbaum,Thuja occidentalis,0.11,2,7.1,"0.5 qm,  Kies"
330,,,,,,,,,,,,,,,,,,,,,,,Abendländischer Lebensbaum,Thuja occidentalis,0.1,1.8,5.3,"0.5 qm, Kies"
331,,,,,,,,,,,,,,,,,,,,,,,Echte Zypresse,Cupressus sempervirens,0.14,1.8,8.3,In Beet 
332,,,,,,,,,,,,,,,,,,,,,,,Echte Zypresse,Cupressus sempervirens,0.14,1.8,6.9,Im Beet
333,,,,,,,,,,,,,,,,,,,,,,,Echte Zypresse,Cupressus sempervirens,0.13,1.5,6,In Beet
334,,,,,,,,,,,,,,,,,,,,,,,Europäische Eibe,Taxus baccata,0.14,3.8,6.2,2 Stämme a ca. 0.14
335,,,,,,,,,,,,,,,,,,,,,,,Felsenbirne,Amelanchier spec.,0.07,3,6.9,"5 Stämme a ca. 0.07 m, Kupfer-Felsenbirne? Canadische Felsenbirne?"
336,,,,,,,,,,,,,,,,,,,,,,,Felsenbirne,Amelanchier spec.,0.08,4,7.3,"6 Stämme a ca. 0,08 m"
337,,,,,,,,,,,,,,,,,,,,,,,Amerikanischer Amberbaum,Liquidamber styraciflua,0.08,1,5.6,
338,,,,,,,,,,,,,,,,,,,,,,,Amerikanischer Amberbaum,Liquidamber styraciflua,0.06,1,4.1,
339,,,,,,,,,,,,,,,,,,,,,,,Felsenbirne,Amelanchier spec.,0.09,4.9,5.7,"5 Stämme a ca.  0.09 m,  Kanadische Felsenbirne "
340,,,,,,,,,,,,,,,,,,,,,,,Drüsiger Götterbaum,Ailanthus altissima,0.18,6.5,7.8,"Keine Baumscheibe, wächst Richtung Garten "
341,,,,,,,,,,,,,,,,,,,,,,,Stieleiche,Quercus robur,0.2,8,7.2,
342,,,,,,,,,,,,,,,,,,,,,,,Gewöhnlicher Flieder,Syringa vulgaris,0.06,3,4,3 Stämme a ca. 0.06 m 
343,,,,,,,,,,,,,,,,,,,,,,,Hängebirke,Betula pendula,0.28,7,11.8,"BHD geschätzt, Stark bewachsen mit Efeu"
344,,,,,,,,,,,,,,,,,,,,,,,Hängebirke,Betula pendula,0.28,5,14,"BHD gemessen, starker Bewuchs mit Efeu"
345,,,,,,,,,,,,,,,,,,,,,,,Hängebirke,Betula pendula,0.4,5,13.8,"BHD geschätzt, starker Bewuchs mit Efeu"
346,,,,,,,,,,,,,,,,,,,,,,,Hängebirke,Betula pendula,0.23,4,11,Starker Bewuchs mit Efeu
347,,,,,,,,,,,,,,,,,,,,,,,Hängebirke,Betula pendula,0.31,7,14,Starker Bewuchs mit Efeu
348,,,,,,,,,,,,,,,,,,,,,,,Eibe,Taxus spec.,0.23,4,5.3,Welche Eibe? BHD geschätzt
349,,,,,,,,,,,,,,,,,,,,,,,Spitzahorn,Acer platanoides,0.38,12,13.2,BHD geschätzt 
350,,,,,,,,,,,,,,,,,,,,,,,Kirschlorbeer,Prunus laurocerasus,0.08,2.5,2.6,3 Hauptstämme a 0.08 m
351,,,,,,,,,,,,,,,,,,,,,,,Süßkirsche,Prunus avium,0.2,7.5,9.3,BHD geschätzt 
352,,,,,,,,,,,,,,,,,,,,,,,Süßkirsche,Prunus avium,0.18,6.8,10.3,BHD geschätzt 
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,BHD < 0.05 m
354,,,,,,,,,,,,,,,,,,,,,,,Eibe,Taxus spec.,0.3,4,6.4,Fortunes Kopfeibe?
355,,,,,,,,,,,,,,,,,,,,,,,Portugiesische Kirschlorbeer,Prunus lusitanica,0.08,3,4.2,
356,,,,,,,,,,,,,,,,,,,,,,,Bergahorn,Acer pseudoplatanus,0.09,6.5,7,"2 Stämme a ca. 0.09 m,  Krone geschätzt"
357,,,,,,,,,,,,,,,,,,,,,,,Pflaume,Prunus domestica,0.09,4.2,3.7,Pflaume
358,,,,,,,,,,,,,,,,,,,,,,,Pflaume,Prunus domestica,0.06,2,3.5,
359,,,,,,,,,,,,,,,,,,,,,,,Holzapfel,Malus sylvestris,0.1,3.7,4.9,"2 Stämme a ca. 0.1 m, Apfel"
360,,,,,,,,,,,,,,,,,,,,,,,Aprikose,Prunus armeniaca,0.07,3.5,4.3,2 Stämme a ca. 0.07 m
361,,,,,,,,,,,,,,,,,,,,,,,Echte Feige,Ficus carica,0.15,8,4.5,BHD geschätzt
362,,,,,,,,,,,,,,,,,,,,,,,Bergahorn,Acer pseudoplatanus,0.19,5,10.9,Krone geschätzt
363,,,,,,,,,,,,,,,,,,,,,,,Bergahorn,Acer pseudoplatanus,0.16,5,12,Krone geschätzt
364,,,,,,,,,,,,,,,,,,,,,,,Bergahorn,Acer pseudoplatanus,0.08,4,7,Krone geschätzt
365,,,,,,,,,,,,,,,,,,,,,,,Gemeine Hasel,Corylus avellana,0.06,6,3.4,5 Stämme mit ca. 0.06 m 
366,,,,,,,,,,,,,,,,,,,,,,,Japanische Blütenkirsche,Prunus serrulata,0.07,1.5,4.4,
367,,,,,,,,,,,,,,,,,,,,,,,Steinweichsel,Prunus mahaleb,0.13,8.3,6,2 Stämme a 0.13 m
368,,,,,,,,,,,,,,,,,,,,,,,Echte Feige,Ficus carica,0.1,4.5,4.1,8 Stämme a 0.1m
369,,,,,,,,,,,,,,,,,,,,,,,Quitte,Cydonia oblonga,0.06,3,3.9,2 Hauptstämme a 0.06 m 
370,,,,,,,,,,,,,,,,,,,,,,,Kornelkirsche,Cornus mas,0.09,3.8,4.5,Hartriegel? Apfel?
371,,,,,,,,,,,,,,,,,,,,,,,Gemeine Hasel,Corylus avellana,0.07,3.7,6,"3 Hauptstämme a ca. 0.07 cm, BHD geschätzt"
372,,,,,,,,,,,,,,,,,,,,,,,Eibe,Taxus spec.,0.2,3.5,4.6,"BHD, Krone und Höhe geschätzt"
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,nicht zugänglich
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,nicht zugänglich
375,,,,,,,,,,,,,,,,,,,,,,,Hängebirke,Betula pendula,0.3,5.5,7.5,BHD und Krone geschätzt 
376,,,,,,,,,,,,,,,,,,,,,,,n.a.,Prunus spec.,0.25,6.5,7.8,"Art nicht genau bestimmbar, BHD und Krone geschätzt "
377,,,,,,,,,,,,,,,,,,,,,,,Schwarzkiefer,Pinus nigra ssp. Nigra,0.12,4,4.4,"Kiefer,  pinus spec?"
378,,,,,,,,,,,,,,,,,,,,,,,Schwarzkiefer,Pinus nigra ssp. Nigra,0.1,2.6,3.7,"Kiefer, Pinus spec.?"
379,,,,,,,,,,,,,,,,,,,,,,,Schwarzkiefer,Pinus nigra ssp. Nigra,0.06,2.5,4.2,"2 Stämme a 0.06 m,  Kiefer, Pinus spec."
380,,,,,,,,,,,,,,,,,,,,,,,Schwarzkiefer,Pinus nigra ssp. Nigra,0.06,2.7,3.8,"2 Stämme a 0.06 m, Kiefer, Pinus spec"
381,,,,,,,,,,,,,,,,,,,,,,,Kornelkirsche,Cornus mas,0.09,5,4.9,3 Stämme a 0.09 m
382,,,,,,,,,,,,,,,,,,,,,,,Felsenbirne,Amelanchier spec.,0.07,1.9,2.8,
383,,,,,,,,,,,,,,,,,,,,,,,Kornelkirsche,Cornus mas,0.07,6.5,5.1,4 Stämme a 0.07
384,,,,,,,,,,,,,,,,,,,,,,,Kornelkirsche,Cornus mas,0.13,5,4.5,2 Stämme a 0.13
385,,,,,,,,,,,,,,,,,,,,,,,Felsenbirne,Amelanchier spec.,0.07,2.9,3.1,2 Stämme a 0.07 m
386,,,,,,,,,,,,,,,,,,,,,,,Weidenblättrige Birne,Perus salicifonia,0.22,5.5,5.5,
387,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.07,6,3.5,4 Stämme a 0.07 m
388,,,,,,,,,,,,,,,,,,,,,,,Dreispitzahorn,Acer buergerianum,0.18,7.5,7.8,2 Stämme a ca. 0.18 m
389,,,,,,,,,,,,,,,,,,,,,,,Dreispitzahorn,Acer buergerianum,0.13,4.5,6,
390,,,,,,,,,,,,,,,,,,,,,,,Dreispitzahorn,Acer buergerianum,0.12,5.8,7,2 Stämme a ca. 0.12
391,,,,,,,,,,,,,,,,,,,,,,,Felsenbirne,Amelanchier spec.,0.06,5,4.2,5 Hauptstämme a ca. 0.06
392,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.06,4.2,2.8,"1 Haptstamm, Hartriegel spec."
393,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.08,4,3.2,"1 Hauptstamm, Hartriegel spec. "
394,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.09,4,6.1,"3 Stämme a 0.09 m, Hartriegel spec."
395,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.08,3.4,5.6,"3 Stämme a ca. 0.08, Hartriegel spec."
396,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.08,5.8,5.3,"3 Stämme a ca. 0.08 m, Hartriegel spec. "
397,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.07,5.8,6.1,"3 Stämme a ca. 0.07, Hartriegel spec."
398,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.08,5,5.8,"2 Hauptstämme a ca. 0.08, Hartriegel spec. "
399,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.11,4.5,6.4,"2 Stämme a ca. 0.11, Hartriegel spec. "
400,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.08,5.8,4.3,"4 Stämme a ca. 0.08, Hartriegel spec. "
401,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.08,4.3,6,"3 Stämme a ca.  0.08, Hartriegel spec. "
402,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.05,4.2,6,"10 Stämme a ca. 0.05, Hartriegel spec."
403,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.09,6.1,5.1,"2 Stämme a ca. 0.09, Hartriegel spec. "
404,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.07,4,4.7,"2 Stämme a ca. 0.07, Hartriegel spec. "
405,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.07,6.6,4.2,"BHD geschätzt, 4 Stämme a ca. 0.07, Hartriegel spec., "
406,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.07,6.2,4.4,"5 Stämme a ca. 0.07, Hartriegel spec."
407,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.07,5.2,6.1,"8 Stämme a ca. 0.07,  Hartriegel spec. "
408,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.11,4,6,"2 Stämme a ca. 0.11, Hartriegel spec."
409,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.05,5,3.8,"4 Stämme a ca. 0.05, Hartriegel spec."
410,,,,,,,,,,,,,,,,,,,,,,,Hartriegel,Cornus spec.,0.06,4,4.3,2 Stämme a ca. 0.06
411,,,,,,,,,,,,,,,,,,,,,,,Gewöhnlicher Liguster,Ligustrum vulgare,0.06,3.5,4.3,2 Stämme a ca. 0.06
412,,,,,,,,,,,,,,,,,,,,,,,Baumliguster,Ligustrum lucidly,0.06,3.3,4.1,6 Stämme a ca. 0.06
413,,,,,,,,,,,,,,,,,,,,,,,Kornelkirsche,Cornus mas,0.06,5.9,4.1,4 Stämme a ca. 0.06
414,,,,,,,,,,,,,,,,,,,,,,,Baumliguster,Ligustrum lucidly,0.08,4,4.8,1 Hauptstamm
415,,,,,,,,,,,,,,,,,,,,,,,Rote Heckenkirsche,Lonicera xylosteum,0.07,6.5,4,"7 Stämma a ca. 0.07, Krone geschätzt"
416,,,,,,,,,,,,,,,,,,,,,,,Baumliguster,Ligustrum lucidly,0.09,6.2,5.2,"6 Stämme a ca. 0.09, BHD geschätzt "
417,,,,,,,,,,,,,,,,,,,,,,,Baumliguster,Ligustrum lucidly,0.11,7.1,7.6,"7 Stämma a ca. 0.11, BHD geschätzt "
418,,,,,,,,,,,,,,,,,,,,,,,Kirschpflaume,Prunus cerasifera,0.06,4.5,4.4,4 Hauptstämme a ca. 0.06
419,,,,,,,,,,,,,,,,,,,,,,,Eibe,Taxus spec.,0.07,2.8,4.5,
420,,,,,,,,,,,,,,,,,,,,,,,Kleinfruchtiger Zierapfel,Malus toringo,0.07,4,3,"Auf Gründach: 2 Stämme a ca. 0.07,"
421,,,,,,,,,,,,,,,,,,,,,,,Felsenbirne,Amelanchier spec.,0.06,3.5,3.3,Auf Gründach: 2 Stämme a ca. 0.06
422,,,,,,,,,,,,,,,,,,,,,,,Süßkirsche,Prunus avium,0.13,5.5,4.1,Auf Gründach: 3 Stämme a ca. 0.13
423,,,,,,,,,,,,,,,,,,,,,,,Felsenbirne,Amelanchier spec.,0.05,3.5,2.5,Auf Gründach: 3 Stämme a 0.05 
424,,,,,,,,,,,,,,,,,,,,,,,Süßkirsche,Prunus avium,0.09,4.5,5.2,"1 qm, offene Erde, 2 Stämme a ca 0.09, Vermutung Süßkirsche"
425,,,,,,,,,,,,,,,,,,,,,,,Echte Zypresse,Cupressus sempervirens,0.12,1.5,6.9,
426,,,,,,,,,,,,,,,,,,,,,,,Süßkirsche,Prunus avium,0.18,4.9,3.5,BHD geschätzt 
427,,,,,,,,,,,,,,,,,,,,,,,Bergahorn,Acer pseudoplatanus,0.18,5.8,5.4,BHD geschätzt
428,,,,,,,,,,,,,,,,,,,,,,,Abendländischer Lebensbaum,Thuja occidentalis,0.14,2.5,7.7,2 Stämme a ca.  0.14
429,,,,,,,,,,,,,,,,,,,,,,,Echte Feige,Ficus carica,0.08,2,2.7,
430,,,,,,,,,,,,,,,,,,,,,,,Echte Feige,Ficus carica,0.07,1,2.4,2 Stämme a ca. 0.07
431,,,,,,,,,,,,,,,,,,,,,,,Echte Feige,Ficus carica,0.06,1.4,2.7,
432,,,,,,,,,,,,,,,,,,,,,,,Echte Feige,Ficus carica,0.06,1,2.6,
